Real Ultimate Origin	Reported Ultimate Origin (conduit 1)	Immediate origin (conduit 2)	Destination	Estimate 1 (millions USD)	Estimate 2 (millions USD)
GR	BM	BM	GB	26.02469136	5.12E+01
IL	BM	BM	GB	17.14567901	33.7100844
IT	BM	BM	GB	0.684462697	1.345720707
LB	BM	BM	GB	68.01330236	133.7208145
NO	BM	BM	GB	351.6524565	691.3831747
SG	BM	BM	GB	1.388888889	2.730691601
ZA	BM	BM	GB	260.0268107	511.23818
SE	BM	BM	GB	0.273785079	0.538288283
CH	BM	BM	GB	27.96341354	54.9788101
GB	BM	BM	GB	840.201478	1651.918406
US	BM	BM	GB	3507.960521	6896.993997
n.a.	BM	BM	GB	229.3929856	451.0090792
BR	BR	BM	GB	2.994011976	5.874274649
CA	CA	BM	GB	272.9852589	535.599189
GB	KY	BM	GB	50.23658934	98.56457675
US	KY	BM	GB	53.08641975	104.1559661
n.a.	KY	BM	GB	0.296023464	0.580800325
HK	HK	BM	GB	39.85393287	78.19372448
CN	CN	BM	GB	9.192020097	18.03481451
n.a.	CY	BM	GB	0.330422125	6.48E-01
GB	GG	BM	GB	10.27566379	20.16093182
US	GG	BM	GB	20.95758735	41.11894845
IN	IN	BM	GB	11.19632374	21.96727375
GB	IE	BM	GB	2.669404517	5.237392305
US	IE	BM	GB	541.5873646	1062.598597
JP	JP	BM	GB	15.19411521	29.81097154
KW	KW	BM	GB	0.775193798	1.52E+00
SA	LI	BM	GB	30.02932499	58.91776783
NO	LU	BM	GB	243.3312871	4.77E+02
n.a.	LU	BM	GB	0.06844627	0.13429211
MY	MY	BM	GB	287.0466321	563.1877119
SE	NL	BM	GB	38.53373922	75.60349432
QA	QA	BM	GB	72.62149213	142.4839291
RU	RU	BM	GB	13.61642169	26.71552464
SA	SA	BM	GB	10.23339318	20.07799655
SG	SG	BM	GB	0.632931727	1.241816942
US	CH	BM	GB	129.5975536	254.2714023
GB	GB	BM	GB	1418.149366	2782.420022
US	GB	BM	GB	1221.46725	2396.528191
US	US	BM	GB	3291.127891	6457.218371
CN	VG	BM	GB	0.586645039	1.151002103
ZA	VG	BM	GB	56.45773786	110.7705183
n.a.	VG	BM	GB	8.769301521	17.20543739
n.a.	n.a.	BM	GB	127.6295529	2.50E+02
n.a.	n.a.	1	GB	0	2.83E+02
BW	BW	BW	GB	1.510644105	1.51E+00
BR	BM	BR	GB	27.82620558	3.02E+00
BR	BR	BR	GB	358.8529091	38.95554218
JP	JP	BR	GB	9.201388889	9.99E-01
BN	BN	BN	GB	0.632837562	6.33E-01
BG	BG	BG	GB	6.85352827	1.09E+01
AU	AU	CA	GB	46.85816876	40.16463975
BR	BR	CA	GB	45.95697494	39.39217838
CA	CA	CA	GB	35110.3717	30094.97529
CN	CN	CA	GB	0.303832987	0.260431485
RU	CY	CA	GB	230.7001795	197.7454486
DK	DK	CA	GB	16.14276381	13.83682526
FR	FR	CA	GB	1298.50481	1113.017843
IN	IN	CA	GB	7.706747844	6.61E+00
US	IE	CA	GB	180.2469136	1.54E+02
JP	JP	CA	GB	3.887469468	3.33E+00
GB	JY	CA	GB	100.5819618	86.21417282
IT	NL	CA	GB	0.998003992	0.855442538
RU	RU	CA	GB	1.480117318	1.268687626
SG	SG	CA	GB	33.39590732	2.86E+01
SE	SE	CA	GB	0.448995984	3.85E-01
CH	CH	CA	GB	134.244227	1.15E+02
GB	GB	CA	GB	71.770687	61.51849004
n.a.	GB	CA	GB	0.233584809	0.200218019
US	US	CA	GB	2845.247053	2438.813251
n.a.	n.a.	CA	GB	2.994011976	2.566327614
n.a.	BS	KY	GB	0.331176708	0.322728896
BH	BH	KY	GB	193.6344969	1.89E+02
US	BM	KY	GB	1.368925394	1.33E+00
BR	BR	KY	GB	4.14507772	4.04E+00
CA	CA	KY	GB	308.857962	300.9794672
BB	KY	KY	GB	27.23735536	2.66E+01
CA	KY	KY	GB	1112.974801	1087.818723
HK	KY	KY	GB	17.68801786	17.28822339
CN	KY	KY	GB	38.10699683	37.24568118
CW	KY	KY	GB	2.643703903	2.583949429
IN	KY	KY	GB	50.69300436	49.54721274
IE	KY	KY	GB	201.8433959	1.97E+02
JP	KY	KY	GB	266.4082687	260.3867601
NZ	KY	KY	GB	365.4514689	357.1913305
NO	KY	KY	GB	26.0500648	25.46126667
SG	KY	KY	GB	0.777202073	0.759635317
SE	KY	KY	GB	14.31253171	13.98903187
TH	KY	KY	GB	175.5555556	171.5875507
TR	KY	KY	GB	385.1450959	3.76E+02
GB	KY	KY	GB	7889.92519	7711.59269
US	KY	KY	GB	2193.272795	2143.699217
n.a.	KY	KY	GB	314.6175166	307.5063556
CN	CN	KY	GB	16.23051275	15.81649717
DK	DK	KY	GB	0.30617284	0.298362838
FR	FR	KY	GB	10.47227926	10.20514741
DE	DE	KY	GB	106.2286105	103.518881
IT	GI	KY	GB	412.231789	4.02E+02
CH	GG	KY	GB	0.296023464	0.288472357
IN	IN	KY	GB	0.259067358	0.252458945
US	IE	KY	GB	85.16061156	82.98829445
n.a.	IE	KY	GB	0.09733836	0.094855407
JM	JM	KY	GB	1.224691358	1.193451352
JP	JP	KY	GB	0.296023464	0.288472357
AU	JY	KY	GB	3749.408707	3653.767019
GB	JY	KY	GB	249.1848469	242.8285222
n.a.	JY	KY	GB	0.31535985	0.307315502
KW	KW	KY	GB	128.3181129	125.0449139
n.a.	LI	KY	GB	2.510116767	2.446087523
BE	LU	KY	GB	2.93590394	2.861013516
US	LU	KY	GB	243.6800271	237.4641218
MY	MY	KY	GB	12.44318675	1.21E+01
n.a.	MU	KY	GB	0.366987993	3.58E-01
QA	QA	KY	GB	3.625730994	3.53E+00
RU	RU	KY	GB	4.24366872	4.14E+00
n.a.	WS	KY	GB	9.32642487	9.08852202
SA	SA	KY	GB	44.43702681	43.30350614
SG	SG	KY	GB	7.104563127	6.923336575
ZA	ZA	KY	GB	0.733975985	7.15E-01
SE	SE	KY	GB	37.89100334	36.92446173
US	CH	KY	GB	1220.626371	1189.490057
TW	TW	KY	GB	43.12633522	42.02624829
TH	TH	KY	GB	64.27289048	62.63338724
AE	AE	KY	GB	735.3851248	716.6265737
IN	GB	KY	GB	18.62337223	1.81E+01
GB	GB	KY	GB	1830.716442	1.78E+03
US	GB	KY	GB	1162.686182	1.13E+03
n.a.	GB	KY	GB	1.505817933	1.47E+00
US	US	KY	GB	6239.78568	6080.618279
HK	VG	KY	GB	1.033591731	1.007226385
CN	VG	KY	GB	23.4384284	22.8405499
SG	VG	KY	GB	0.733975985	0.715253379
n.a.	n.a.	KY	GB	12.9178763	12.58836101
CL	CL	CL	GB	16.04641496	80.38287346
FR	FR	CL	GB	6.45994832	32.36044997
US	US	CL	GB	1.173290078	5.88E+00
AU	AU	HK	GB	0.259067358	5.84E-01
HK	BM	HK	GB	1.143228072	2.58E+00
GB	BM	HK	GB	3.367901235	7.590164399
HK	KY	HK	GB	183.2089539	412.8939605
IN	KY	HK	GB	2.325581395	5.241111269
n.a.	KY	HK	GB	4.526775326	10.20189327
AT	HK	HK	GB	21.96209846	56.42341231
HK	HK	HK	GB	965.2954824	2479.966344
CN	HK	HK	GB	139.9896539	359.6511499
KR	HK	HK	GB	48.87784928	125.5733849
RU	HK	HK	GB	208.6605784	536.0754516
TW	HK	HK	GB	8.440723829	21.68528849
GB	HK	HK	GB	10.40987654	26.74429119
US	HK	HK	GB	43.14633637	110.8484024
n.a.	HK	HK	GB	198.228108	509.2731139
CN	CN	HK	GB	3617.480004	8.15E+03
FR	FR	HK	GB	39.96238754	90.06234747
IN	IN	HK	GB	3.393213573	7.647210255
IL	IL	HK	GB	121.1576846	273.0503897
JP	JP	HK	GB	1.86867284	4.21138658
GB	JY	HK	GB	0.259067358	0.583854364
n.a.	LU	HK	GB	1.596806387	3.598687179
MY	MY	HK	GB	157.4579298	354.859448
n.a.	MC	HK	GB	3.993055556	8.999060843
n.a.	WS	HK	GB	2.794411178	6.297702563
n.a.	SC	HK	GB	31.84297311	71.76380304
TW	TW	HK	GB	40.73566717	91.80507065
AE	AE	HK	GB	38.27160494	86.25186817
SE	GB	HK	GB	12.43298547	28.01994392
GB	GB	HK	GB	265.8280373	599.0907585
n.a.	GB	HK	GB	0.518134715	1.167708728
US	US	HK	GB	363.4849355	819.1779465
HK	VG	HK	GB	1073.328968	2418.937716
GB	VG	HK	GB	12.31873029	2.78E+01
n.a.	VG	HK	GB	4.940246365	1.11E+01
n.a.	n.a.	HK	GB	96.50780061	2.17E+02
CN	HK	CN	GB	380.0941273	818.5803733
CN	CN	CN	GB	865.8942558	1864.811877
US	US	CN	GB	3.886010363	8.37E+00
n.a.	n.a.	CN	GB	7.276120759	15.6700386
CO	CO	CO	GB	228.0071813	0
CR	CR	CR	GB	58.74332397	58.74332397
AT	AT	HR	GB	1.530864198	1.530864198
HR	HR	HR	GB	11.3441284	11.3441284
BH	BH	CW	GB	3.163409412	6.874745671
CA	CA	CW	GB	4.134366925	8.984838009
CW	KY	CW	GB	0.342231348	0.743739799
n.a.	HK	CW	GB	4.403855911	9.570493546
LB	CW	CW	GB	26.04166667	5.66E+01
SA	CW	CW	GB	13.92242636	3.03E+01
CH	CW	CW	GB	8.288656981	18.01297312
GB	CW	CW	GB	17.59646485	38.2407728
US	CW	CW	GB	1.397205589	3.04E+00
n.a.	CW	CW	GB	405.8309908	881.9550314
KW	KW	CW	GB	23.95833333	52.06643432
NL	NL	CW	GB	59.10538968	128.4482876
n.a.	NL	CW	GB	1.05472927	2.292145764
SA	SA	CW	GB	3.552281563	7.719845622
AU	AU	CY	GB	10.65684469	10.98758933
n.a.	BS	CY	GB	0.259067358	0.267107743
n.a.	BE	CY	GB	3.120101411	3.21693653
RU	BM	CY	GB	66.1498708	68.2028908
GB	BM	CY	GB	0.875502008	0.90267399
CA	CA	CY	GB	16.71600764	17.23480378
US	KY	CY	GB	15.98526703	16.481384
n.a.	KY	CY	GB	2.014294997	2.076810431
IL	HK	CY	GB	10.64265178	10.97295594
CY	CY	CY	GB	227.0941157	244.844212
IN	CY	CY	GB	17.76140782	19.14967232
IE	CY	CY	GB	29.7260274	32.0494687
IT	CY	CY	GB	6.972771859	7.517776609
LB	CY	CY	GB	10.95286815	1.18E+01
NL	CY	CY	GB	64.18650141	69.20343712
NO	CY	CY	GB	45.97576052	49.56931104
RU	CY	CY	GB	2477.928383	2671.60785
SA	CY	CY	GB	16.45377661	17.73983424
RS	CY	CY	GB	137.0588637	147.771638
SE	CY	CY	GB	61.2618928	66.0502357
CH	CY	CY	GB	64.7544617	69.81579025
UA	CY	CY	GB	91.36273665	98.5038172
GB	CY	CY	GB	13.7037037	14.77481054
n.a.	CY	CY	GB	307.1763153	3.31E+02
FR	FR	CY	GB	0.733975985	7.57E-01
DE	DE	CY	GB	1.601509627	1.65E+00
GR	GR	CY	GB	2.308426432	2.38E+00
US	GG	CY	GB	15.78048368	16.27024501
IN	IN	CY	GB	124.877908	128.7536048
n.a.	IE	CY	GB	0.199600798	0.205795586
IT	IT	CY	GB	18.27160494	1.88E+01
n.a.	JY	CY	GB	4.863924655	5.01E+00
LB	LB	CY	GB	0.520833333	5.37E-01
EG	LI	CY	GB	43.51544915	4.49E+01
GB	LU	CY	GB	0.518134715	4.18E+00
n.a.	LU	CY	GB	1.432425427	11.56302471
EG	NL	CY	GB	1.033591731	1.065670169
QA	QA	CY	GB	10.73806818	11.07133367
RU	RU	CY	GB	22.08030556	22.76558746
CA	SC	CY	GB	22.38626755	23.08104524
n.a.	SC	CY	GB	0.259067358	0.267107743
ES	ES	CY	GB	15.51007147	15.99144032
VC	VC	CY	GB	47.30538922	48.77355399
SE	SE	CY	GB	29.33663332	30.24712179
UA	UA	CY	GB	5.733679559	5.911629397
GB	GB	CY	GB	274.9191207	283.4514798
US	GB	CY	GB	9.541687807	9.837822563
n.a.	GB	CY	GB	18.93125056	19.51879873
US	US	CY	GB	581.7122073	599.7661623
IE	VG	CY	GB	237.8082192	245.1888085
n.a.	VG	CY	GB	10.96554587	11.30587133
n.a.	n.a.	CY	GB	13.00429333	13.40789312
n.a.	BE	CZ	GB	0.399201597	0.166695843
CZ	CZ	CZ	GB	20.77415083	8.674726299
DE	DE	CZ	GB	0.259067358	0.108179556
SK	SK	CZ	GB	0.694444444	0.289981311
US	US	CZ	GB	78.49740933	32.77840556
n.a.	VG	CZ	GB	0.296023464	0.123611432
DK	BS	DK	GB	62.24602968	9.75E+01
BE	BE	DK	GB	4.144328491	6.493240878
BR	BR	DK	GB	1.069518717	1.675697925
DE	KY	DK	GB	8.383233533	1.31E+01
DK	DK	DK	GB	6601.779551	1.03E+04
FR	FR	DK	GB	5.137641384	8.049541229
DE	DE	DK	GB	23.97915099	37.56999567
US	IE	DK	GB	8.183632735	1.28E+01
IT	IT	DK	GB	0.296023464	0.46380292
JP	JP	DK	GB	5.723300316	8.967138502
BE	LU	DK	GB	0.918518519	1.44E+00
SE	LU	DK	GB	15.78048368	2.47E+01
n.a.	LU	DK	GB	0.590697491	9.25E-01
MY	MY	DK	GB	0.399201597	0.625460104
NL	NL	DK	GB	0.586645039	0.919142283
SE	NL	DK	GB	1.069518717	1.675697925
GB	NL	DK	GB	1.19760479	1.876380311
NO	NO	DK	GB	67.09919598	105.1295145
SE	SE	DK	GB	86.5039364	135.5324264
CH	CH	DK	GB	0.520833333	0.816029979
n.a.	CH	DK	GB	1.234567901	1.93E+00
TW	TW	DK	GB	0.998003992	1.56E+00
DK	GB	DK	GB	30.05238941	47.08540934
SE	GB	DK	GB	1.596806387	2.501840414
GB	GB	DK	GB	18.32012788	28.70356525
n.a.	GB	DK	GB	5.527977913	8.661111744
US	US	DK	GB	148.251366	232.2769134
n.a.	n.a.	DK	GB	5.351304313	8.38E+00
DM	DM	DM	GB	5.56086578	5.56E+00
DO	DO	DO	GB	178.6447639	0.00E+00
n.a.	KY	EG	GB	2.962962963	3.42E-01
EG	EG	EG	GB	146.6654366	1.69E+01
IN	IN	EG	GB	3.061728395	3.54E-01
LR	LR	EG	GB	1.041666667	1.20E-01
n.a.	n.a.	EE	GB	0.802004401	0
n.a.	n.a.	1	GB	0	45.9389
FJ	FJ	FJ	GB	0.804141204	0
CA	CA	FI	GB	0.105555556	0.320722925
DK	DK	FI	GB	0.694444444	2.110019245
FI	FI	FI	GB	879.1235566	2671.153378
IS	IS	FI	GB	0.347222222	1.055009623
IT	IT	FI	GB	0.30617284	0.930284041
GB	JY	FI	GB	0.779900691	2.369671873
NO	NO	FI	GB	0.259067358	0.787157439
ES	ES	FI	GB	0.258397933	0.78512344
SE	SE	FI	GB	20.73231539	62.99364164
FI	CH	FI	GB	0.821355236	2.495628512
GB	GB	FI	GB	0.518134715	1.574314877
n.a.	GB	FI	GB	1.480117318	4.497229478
US	US	FI	GB	141.4943664	429.9204041
n.a.	n.a.	FI	GB	5.577758138	16.9476149
AU	AU	FR	GB	65.69085067	87.12976993
AT	AT	FR	GB	2.777777778	3.684335585
BE	BE	FR	GB	1.024115653	1.358346867
FR	BE	FR	GB	0.868055556	1.15135487
n.a.	BE	FR	GB	11.89456922	15.77649048
US	BM	FR	GB	1.252540124	1.661320134
CA	CA	FR	GB	9.038063611	11.98773338
FR	KY	FR	GB	0.534759358	0.709283856
CL	CL	FR	GB	1.776140782	2.355803527
CN	CN	FR	GB	3.2562581	4.318973132
DK	DK	FR	GB	0.05	0.066318041
EG	EG	FR	GB	0.259067358	0.34361679
FR	FR	FR	GB	70699.81303	9.38E+04
DE	DE	FR	GB	203.8647184	2.70E+02
GB	GG	FR	GB	7.444711772	9.87437394
IN	IN	FR	GB	0.173611111	0.230270974
IE	IE	FR	GB	18.34939963	24.33792456
GB	IE	FR	GB	3.100775194	4.112746699
US	IE	FR	GB	0.868055556	1.15E+00
IL	IL	FR	GB	4.392764858	5.826391157
IT	IT	FR	GB	60.66760562	80.46713456
JP	JP	FR	GB	43.29712443	57.42760905
IT	JY	FR	GB	0.173611111	0.230270974
GB	JY	FR	GB	18.73843441	24.85392506
KR	KR	FR	GB	3.393213573	4.500625504
LB	LB	FR	GB	16.22716049	21.52306974
FR	LU	FR	GB	5.286597108	7.011935224
DE	LU	FR	GB	0.534759358	0.709283856
IN	LU	FR	GB	24.02694611	31.86839971
ZA	LU	FR	GB	7.291666667	9.671380909
CH	LU	FR	GB	3.669879926	4.867584912
GB	LU	FR	GB	21.94615279	2.91E+01
US	LU	FR	GB	41.04334134	54.43827949
n.a.	LU	FR	GB	6.056320933	8.032866741
BE	NL	FR	GB	327.9731872	435.0107824
FR	NL	FR	GB	1115.383836	1479.401409
NL	NL	FR	GB	7.389684534	9.801387967
US	NL	FR	GB	12.29946524	16.31352868
n.a.	NL	FR	GB	1.419974129	1.883398036
NO	NO	FR	GB	1.796407186	2.382684091
PT	PT	FR	GB	0.259067358	0.34361679
RU	RU	FR	GB	23.57530864	31.26936548
SG	SG	FR	GB	4.521892775	5.997661366
ES	ES	FR	GB	10.61988858	14.08580403
SE	SE	FR	GB	38.54166667	51.12015624
CH	CH	FR	GB	2738.835705	3.63E+03
US	CH	FR	GB	22.01927955	2.92E+01
n.a.	CH	FR	GB	1.944593163	2.58E+00
TW	TW	FR	GB	3.20855615	4.26E+00
TH	TH	FR	GB	40.36867918	5.35E+01
FR	GB	FR	GB	376.8104839	5.00E+02
GB	GB	FR	GB	4590.215353	6088.281755
n.a.	GB	FR	GB	7.551744145	10.01633748
US	US	FR	GB	1434.992427	1903.317718
n.a.	VG	FR	GB	0.399201597	0.529485353
n.a.	n.a.	FR	GB	190.9272722	253.2384516
n.a.	GB	GE	GB	0.296023464	0
AU	AU	DE	GB	54.27394982	5.00E+01
AT	AT	DE	GB	105.9538408	97.59058986
BE	BE	DE	GB	3.79241517	3.493068593
CN	BM	DE	GB	10.36082123	9.543010878
n.a.	BM	DE	GB	0.592046927	5.45E-01
BG	BG	DE	GB	6.457064644	5.947389381
CA	CA	DE	GB	18.80843067	17.32382546
CN	KY	DE	GB	1.19760479	1.103074292
US	KY	DE	GB	1.259152248	1.159763627
HK	HK	DE	GB	1.645257628	1.515392564
CN	HK	DE	GB	1.069518717	0.985098432
n.a.	HK	DE	GB	8.29015544	7.635788884
CN	CN	DE	GB	33.49900384	3.09E+01
DK	DK	DE	GB	0.173611111	0.159907471
FI	FI	DE	GB	1.770417498	1.630673194
FR	FR	DE	GB	82.96624024	76.41746883
DE	DE	DE	GB	83814.26345	77198.55506
GB	GG	DE	GB	5.640025991	5.194842012
US	GG	DE	GB	8.78243513	8.089211478
n.a.	GG	DE	GB	6.062295746	5.583780763
IN	IN	DE	GB	0.555090821	0.511275856
IR	IR	DE	GB	0.173611111	0.159907471
IE	IE	DE	GB	3.128773542	2.881810167
US	IE	DE	GB	6.071408679	5.592174385
n.a.	IE	DE	GB	0.868055556	0.799537356
IL	IL	DE	GB	2.594810379	2.3899943
IT	IT	DE	GB	112.0307754	103.187854
JP	JP	DE	GB	293.541979	270.37184
SE	JY	DE	GB	7.339759851	6.760410838
GB	JY	DE	GB	1.69359609	1.559915527
n.a.	JY	DE	GB	6.695691901	6.167181081
KR	KR	DE	GB	88.62442429	81.62903564
n.a.	LI	DE	GB	0.694444444	0.639629885
DE	LU	DE	GB	74.35339897	68.48446467
IN	LU	DE	GB	5.988023952	5.515371462
GB	LU	DE	GB	2.951388889	2.72E+00
US	LU	DE	GB	49.56516871	4.57E+01
n.a.	LU	DE	GB	20.73351742	19.0969594
MX	MX	DE	GB	0.033417085	0.030779376
FR	NL	DE	GB	0.518134715	0.477236805
NL	NL	DE	GB	1.944028609	1.790580666
US	NL	DE	GB	2.395209581	2.206148585
n.a.	NL	DE	GB	8.033832226	7.399698021
NO	NO	DE	GB	45.82429217	42.20724488
RU	RU	DE	GB	961.1169997	8.85E+02
ZA	ZA	DE	GB	1.837037037	1.69E+00
ES	ES	DE	GB	80.367543	7.40E+01
SE	SE	DE	GB	3.108888245	2.86E+00
DE	CH	DE	GB	8.506944444	7.835466089
CH	CH	DE	GB	69.10837687	63.65344772
n.a.	CH	DE	GB	6.396660941	5.891753521
DE	GB	DE	GB	1.796407186	1.654611439
ZA	GB	DE	GB	0.296023464	0.272657454
GB	GB	DE	GB	1849.771166	1703.763242
US	GB	DE	GB	0.694444444	0.639629885
n.a.	GB	DE	GB	4.339097095	3.996599293
US	US	DE	GB	1982.265305	1825.799225
n.a.	n.a.	DE	GB	3.268175676	3.010208877
GH	GH	GH	GB	0.30309105	0.30309105
AE	AE	GH	GB	5.432098765	5.432098765
n.a.	BM	GI	GB	0.777202073	3.43E-01
CA	CA	GI	GB	8.073735836	3.56E+00
SE	CY	GI	GB	22.28506047	9.82E+00
FR	FR	GI	GB	538.3713851	2.37E+02
CN	GI	GI	GB	14.90578298	6.752792588
IT	GI	GI	GB	0.327513627	0.148374064
SG	GI	GI	GB	36.33181126	16.45946316
GB	GI	GI	GB	145.5681515	65.94699091
